Date,Resource_ID,Resource_Name,Resource_Type,Quantity_Used,Lab_Department,Usage_Frequency,Reorder_Level,Max_Stock,Stock_Level
2025-05-06,R009,Gloves (Box),Consumable,16,Microbiology,High,50,400,93
2025-05-06,R002,Petri Dishes (Pack),Consumable,16,Microbiology,High,20,200,41
2025-05-06,R009,Gloves (Box),Consumable,20,Analytical Chemistry,High,50,400,73
2025-05-06,R008,Sodium Hydroxide 1M,Chemical,1,Biochemistry,Low,20,80,44
2025-05-06,R007,Centrifuge Tubes,Consumable,14,Biochemistry,High,25,250,108
2025-05-06,R001,Ethanol 95%,Chemical,12,Pathology,High,50,500,260
2025-05-06,R007,Centrifuge Tubes,Consumable,9,Pathology,High,25,250,99
2025-05-06,R003,Pipette Tips (Box),Consumable,7,Biochemistry,Medium,15,150,108
2025-05-06,R007,Centrifuge Tubes,Consumable,16,Analytical Chemistry,High,25,250,83
2025-05-06,R009,Gloves (Box),Consumable,17,Analytical Chemistry,High,50,400,56
2025-05-06,R002,Petri Dishes (Pack),Consumable,9,Microbiology,High,20,200,32
2025-05-06,R008,Sodium Hydroxide 1M,Chemical,1,Biochemistry,Low,20,80,43
2025-05-06,R006,Microscope Slides,Consumable,9,General AI Lab,Medium,10,100,30
2025-05-06,R005,Acetone,Chemical,15,Pathology,High,40,300,107
2025-05-06,R008,Sodium Hydroxide 1M,Chemical,2,Pathology,Low,20,80,41
2025-05-06,R009,Gloves (Box),Consumable,6,Pathology,High,50,400,50
2025-05-06,R008,Sodium Hydroxide 1M,Chemical,3,General AI Lab,Low,20,80,38
2025-05-06,R003,Pipette Tips (Box),Consumable,2,Analytical Chemistry,Medium,15,150,106
2025-05-06,R007,Centrifuge Tubes,Consumable,12,General AI Lab,High,25,250,71
2025-05-06,R005,Acetone,Chemical,2,Analytical Chemistry,High,40,300,105
2025-05-06,R005,Acetone,Chemical,20,General AI Lab,High,40,300,85
2025-05-06,R004,Hydrochloric Acid 1M,Chemical,10,General AI Lab,Medium,30,100,32
2025-05-06,R008,Sodium Hydroxide 1M,Chemical,2,Pathology,Low,20,80,36
2025-05-07,R010,Distilled Water (L),Chemical,48,Biochemistry,Very High,100,1000,1000
2025-05-07,R009,Gloves (Box),Consumable,7,Microbiology,High,50,400,400
2025-05-07,R001,Ethanol 95%,Chemical,16,Analytical Chemistry,High,50,500,244
2025-05-07,R005,Acetone,Chemical,16,Analytical Chemistry,High,40,300,69
2025-05-07,R003,Pipette Tips (Box),Consumable,4,Pathology,Medium,15,150,102
2025-05-07,R004,Hydrochloric Acid 1M,Chemical,8,General AI Lab,Medium,30,100,100
2025-05-07,R010,Distilled Water (L),Chemical,29,General AI Lab,Very High,100,1000,971
2025-05-07,R003,Pipette Tips (Box),Consumable,3,Microbiology,Medium,15,150,99
2025-05-07,R004,Hydrochloric Acid 1M,Chemical,9,Pathology,Medium,30,100,91
2025-05-07,R001,Ethanol 95%,Chemical,11,Analytical Chemistry,High,50,500,233
2025-05-07,R001,Ethanol 95%,Chemical,3,Analytical Chemistry,High,50,500,230
2025-05-07,R008,Sodium Hydroxide 1M,Chemical,2,Analytical Chemistry,Low,20,80,34
2025-05-07,R007,Centrifuge Tubes,Consumable,5,Microbiology,High,25,250,66
2025-05-07,R005,Acetone,Chemical,9,Microbiology,High,40,300,60
2025-05-07,R010,Distilled Water (L),Chemical,9,Biochemistry,Very High,100,1000,962
2025-05-07,R006,Microscope Slides,Consumable,7,Biochemistry,Medium,10,100,23
2025-05-08,R006,Microscope Slides,Consumable,9,General AI Lab,Medium,10,100,14
2025-05-08,R005,Acetone,Chemical,7,Analytical Chemistry,High,40,300,53
2025-05-08,R008,Sodium Hydroxide 1M,Chemical,3,Analytical Chemistry,Low,20,80,31
2025-05-08,R002,Petri Dishes (Pack),Consumable,16,Microbiology,High,20,200,200
2025-05-08,R003,Pipette Tips (Box),Consumable,4,Pathology,Medium,15,150,95
2025-05-08,R009,Gloves (Box),Consumable,5,Pathology,High,50,400,395
2025-05-08,R007,Centrifuge Tubes,Consumable,2,Analytical Chemistry,High,25,250,64
2025-05-08,R006,Microscope Slides,Consumable,7,Biochemistry,Medium,10,100,100
2025-05-08,R006,Microscope Slides,Consumable,5,General AI Lab,Medium,10,100,95
2025-05-08,R007,Centrifuge Tubes,Consumable,13,Microbiology,High,25,250,51
2025-05-08,R004,Hydrochloric Acid 1M,Chemical,8,Microbiology,Medium,30,100,83
2025-05-08,R010,Distilled Water (L),Chemical,40,Analytical Chemistry,Very High,100,1000,922
2025-05-08,R009,Gloves (Box),Consumable,13,Microbiology,High,50,400,382
2025-05-08,R003,Pipette Tips (Box),Consumable,2,Analytical Chemistry,Medium,15,150,93
2025-05-08,R004,Hydrochloric Acid 1M,Chemical,3,General AI Lab,Medium,30,100,80
2025-05-08,R001,Ethanol 95%,Chemical,11,Pathology,High,50,500,219
2025-05-08,R001,Ethanol 95%,Chemical,20,Analytical Chemistry,High,50,500,199
2025-05-08,R007,Centrifuge Tubes,Consumable,10,Pathology,High,25,250,41
2025-05-08,R005,Acetone,Chemical,8,Pathology,High,40,300,45
2025-05-08,R008,Sodium Hydroxide 1M,Chemical,1,Biochemistry,Low,20,80,30
2025-05-08,R007,Centrifuge Tubes,Consumable,20,Analytical Chemistry,High,25,250,250
2025-05-08,R010,Distilled Water (L),Chemical,23,Analytical Chemistry,Very High,100,1000,899
2025-05-08,R006,Microscope Slides,Consumable,10,Analytical Chemistry,Medium,10,100,85
2025-05-08,R001,Ethanol 95%,Chemical,20,Microbiology,High,50,500,179
2025-05-08,R010,Distilled Water (L),Chemical,36,Analytical Chemistry,Very High,100,1000,863
2025-05-08,R004,Hydrochloric Acid 1M,Chemical,10,Analytical Chemistry,Medium,30,100,70
2025-05-08,R004,Hydrochloric Acid 1M,Chemical,4,General AI Lab,Medium,30,100,66
2025-05-08,R005,Acetone,Chemical,6,Microbiology,High,40,300,300
2025-05-08,R001,Ethanol 95%,Chemical,14,Analytical Chemistry,High,50,500,165
2025-05-09,R001,Ethanol 95%,Chemical,20,Analytical Chemistry,High,50,500,151
2025-05-09,R004,Hydrochloric Acid 1M,Chemical,8,Pathology,Medium,30,100,64
2025-05-09,R002,Petri Dishes (Pack),Consumable,14,General AI Lab,High,20,200,192
2025-05-09,R001,Ethanol 95%,Chemical,9,Analytical Chemistry,High,50,500,148
2025-05-09,R004,Hydrochloric Acid 1M,Chemical,16,Biochemistry,Medium,30,100,54
2025-05-09,R004,Hydrochloric Acid 1M,Chemical,8,General AI Lab,Medium,30,100,52
2025-05-09,R004,Hydrochloric Acid 1M,Chemical,12,Biochemistry,Medium,30,100,46
2025-05-09,R010,Distilled Water (L),Chemical,11,Analytical Chemistry,Very High,100,1000,858
2025-05-09,R006,Microscope Slides,Consumable,15,Analytical Chemistry,Medium,10,100,76
2025-05-09,R004,Hydrochloric Acid 1M,Chemical,9,General AI Lab,Medium,30,100,43
2025-05-09,R004,Hydrochloric Acid 1M,Chemical,12,Microbiology,Medium,30,100,37
2025-05-09,R003,Pipette Tips (Box),Consumable,13,Microbiology,Medium,15,150,86
2025-05-09,R005,Acetone,Chemical,9,Analytical Chemistry,High,40,300,297
2025-05-09,R008,Sodium Hydroxide 1M,Chemical,11,Pathology,Low,20,80,25
2025-05-09,R004,Hydrochloric Acid 1M,Chemical,14,Pathology,Medium,30,100,100
2025-05-09,R009,Gloves (Box),Consumable,21,General AI Lab,High,50,400,367
2025-05-09,R007,Centrifuge Tubes,Consumable,22,Analytical Chemistry,High,25,250,234
2025-05-09,R004,Hydrochloric Acid 1M,Chemical,15,Biochemistry,Medium,30,100,91
2025-05-09,R008,Sodium Hydroxide 1M,Chemical,7,Microbiology,Low,20,80,24
2025-05-09,R001,Ethanol 95%,Chemical,9,Analytical Chemistry,High,50,500,145
2025-05-09,R007,Centrifuge Tubes,Consumable,11,Biochemistry,High,25,250,229
2025-05-09,R002,Petri Dishes (Pack),Consumable,22,Analytical Chemistry,High,20,200,176
2025-05-10,R003,Pipette Tips (Box),Consumable,9,Analytical Chemistry,Medium,15,150,77
2025-05-10,R003,Pipette Tips (Box),Consumable,2,Microbiology,Medium,15,150,75
2025-05-10,R003,Pipette Tips (Box),Consumable,1,Analytical Chemistry,Medium,15,150,74
2025-05-10,R004,Hydrochloric Acid 1M,Chemical,10,Analytical Chemistry,Medium,30,100,81
2025-05-11,R002,Petri Dishes (Pack),Consumable,4,Pathology,High,20,200,172
2025-05-11,R003,Pipette Tips (Box),Consumable,7,General AI Lab,Medium,15,150,67
2025-05-11,R003,Pipette Tips (Box),Consumable,5,Microbiology,Medium,15,150,62
2025-05-12,R004,Hydrochloric Acid 1M,Chemical,6,Pathology,Medium,30,100,78
2025-05-12,R002,Petri Dishes (Pack),Consumable,23,General AI Lab,High,20,200,152
2025-05-12,R010,Distilled Water (L),Chemical,27,Analytical Chemistry,Very High,100,1000,834
2025-05-12,R007,Centrifuge Tubes,Consumable,6,Analytical Chemistry,High,25,250,226
2025-05-12,R002,Petri Dishes (Pack),Consumable,18,Analytical Chemistry,High,20,200,137
2025-05-12,R009,Gloves (Box),Consumable,6,General AI Lab,High,50,400,364
2025-05-12,R002,Petri Dishes (Pack),Consumable,16,Biochemistry,High,20,200,124
2025-05-12,R002,Petri Dishes (Pack),Consumable,7,Pathology,High,20,200,120
2025-05-12,R008,Sodium Hydroxide 1M,Chemical,4,Microbiology,Low,20,80,23
2025-05-12,R005,Acetone,Chemical,16,Biochemistry,High,40,300,284
2025-05-12,R006,Microscope Slides,Consumable,10,Analytical Chemistry,Medium,10,100,69
2025-05-12,R007,Centrifuge Tubes,Consumable,18,Microbiology,High,25,250,211
2025-05-12,R007,Centrifuge Tubes,Consumable,15,Pathology,High,25,250,199
2025-05-12,R007,Centrifuge Tubes,Consumable,19,Biochemistry,High,25,250,183
2025-05-12,R009,Gloves (Box),Consumable,22,Analytical Chemistry,High,50,400,345
2025-05-12,R009,Gloves (Box),Consumable,18,Microbiology,High,50,400,330
2025-05-12,R006,Microscope Slides,Consumable,12,General AI Lab,Medium,10,100,60
2025-05-12,R004,Hydrochloric Acid 1M,Chemical,13,Microbiology,Medium,30,100,68
2025-05-12,R009,Gloves (Box),Consumable,14,Pathology,High,50,400,319
2025-05-12,R001,Ethanol 95%,Chemical,6,Pathology,High,50,500,142
2025-05-12,R007,Centrifuge Tubes,Consumable,18,Microbiology,High,25,250,168
2025-05-12,R002,Petri Dishes (Pack),Consumable,19,General AI Lab,High,20,200,104
2025-05-12,R002,Petri Dishes (Pack),Consumable,15,General AI Lab,High,20,200,92
2025-05-12,R008,Sodium Hydroxide 1M,Chemical,7,Microbiology,Low,20,80,80
2025-05-12,R009,Gloves (Box),Consumable,14,Pathology,High,50,400,308
2025-05-12,R006,Microscope Slides,Consumable,10,General AI Lab,Medium,10,100,53
2025-05-12,R002,Petri Dishes (Pack),Consumable,22,Biochemistry,High,20,200,73
2025-05-12,R003,Pipette Tips (Box),Consumable,5,Biochemistry,Medium,15,150,60
2025-05-12,R005,Acetone,Chemical,23,General AI Lab,High,40,300,264
2025-05-13,R007,Centrifuge Tubes,Consumable,15,Pathology,High,25,250,153
2025-05-13,R002,Petri Dishes (Pack),Consumable,13,Pathology,High,20,200,60
2025-05-13,R002,Petri Dishes (Pack),Consumable,11,General AI Lab,High,20,200,49
2025-05-13,R010,Distilled Water (L),Chemical,33,Pathology,Very High,100,1000,801
2025-05-13,R008,Sodium Hydroxide 1M,Chemical,4,Pathology,Low,20,80,76
2025-05-13,R001,Ethanol 95%,Chemical,4,Analytical Chemistry,High,50,500,138
2025-05-13,R003,Pipette Tips (Box),Consumable,3,General AI Lab,Medium,15,150,57
2025-05-13,R010,Distilled Water (L),Chemical,10,Microbiology,Very High,100,1000,791
2025-05-13,R005,Acetone,Chemical,12,General AI Lab,High,40,300,252
2025-05-13,R006,Microscope Slides,Consumable,3,Analytical Chemistry,Medium,10,100,50
2025-05-13,R005,Acetone,Chemical,8,General AI Lab,High,40,300,244
2025-05-13,R002,Petri Dishes (Pack),Consumable,18,Biochemistry,High,20,200,31
2025-05-13,R010,Distilled Water (L),Chemical,47,Pathology,Very High,100,1000,744
2025-05-13,R001,Ethanol 95%,Chemical,7,Biochemistry,High,50,500,131
2025-05-13,R005,Acetone,Chemical,12,Analytical Chemistry,High,40,300,232
2025-05-13,R001,Ethanol 95%,Chemical,7,Analytical Chemistry,High,50,500,124
2025-05-13,R010,Distilled Water (L),Chemical,47,Analytical Chemistry,Very High,100,1000,697
2025-05-13,R009,Gloves (Box),Consumable,19,Microbiology,High,50,400,289
2025-05-13,R010,Distilled Water (L),Chemical,19,Pathology,Very High,100,1000,678
2025-05-13,R006,Microscope Slides,Consumable,2,Analytical Chemistry,Medium,10,100,48
2025-05-13,R002,Petri Dishes (Pack),Consumable,13,General AI Lab,High,20,200,200
2025-05-13,R002,Petri Dishes (Pack),Consumable,6,Microbiology,High,20,200,194
2025-05-14,R002,Petri Dishes (Pack),Consumable,9,Pathology,High,20,200,185
2025-05-14,R010,Distilled Water (L),Chemical,30,General AI Lab,Very High,100,1000,648
2025-05-14,R002,Petri Dishes (Pack),Consumable,14,Analytical Chemistry,High,20,200,171
2025-05-14,R006,Microscope Slides,Consumable,4,Analytical Chemistry,Medium,10,100,44
2025-05-14,R003,Pipette Tips (Box),Consumable,2,General AI Lab,Medium,15,150,55
2025-05-14,R002,Petri Dishes (Pack),Consumable,18,General AI Lab,High,20,200,153
2025-05-14,R008,Sodium Hydroxide 1M,Chemical,5,General AI Lab,Low,20,80,71
2025-05-14,R003,Pipette Tips (Box),Consumable,5,Biochemistry,Medium,15,150,50
2025-05-14,R003,Pipette Tips (Box),Consumable,10,Biochemistry,Medium,15,150,40
2025-05-14,R002,Petri Dishes (Pack),Consumable,7,Pathology,High,20,200,146
2025-05-14,R008,Sodium Hydroxide 1M,Chemical,5,General AI Lab,Low,20,80,66
2025-05-14,R006,Microscope Slides,Consumable,2,Pathology,Medium,10,100,42
2025-05-14,R003,Pipette Tips (Box),Consumable,4,Microbiology,Medium,15,150,36
2025-05-14,R003,Pipette Tips (Box),Consumable,10,Pathology,Medium,15,150,26
2025-05-14,R004,Hydrochloric Acid 1M,Chemical,6,Analytical Chemistry,Medium,30,100,62
2025-05-14,R007,Centrifuge Tubes,Consumable,11,Microbiology,High,25,250,142
2025-05-14,R009,Gloves (Box),Consumable,11,Microbiology,High,50,400,278
2025-05-14,R004,Hydrochloric Acid 1M,Chemical,7,General AI Lab,Medium,30,100,55
2025-05-14,R001,Ethanol 95%,Chemical,2,Biochemistry,High,50,500,122
2025-05-14,R005,Acetone,Chemical,8,Biochemistry,High,40,300,224
2025-05-14,R005,Acetone,Chemical,11,Analytical Chemistry,High,40,300,213
2025-05-14,R002,Petri Dishes (Pack),Consumable,2,Pathology,High,20,200,144
2025-05-14,R007,Centrifuge Tubes,Consumable,2,Analytical Chemistry,High,25,250,140
2025-05-14,R007,Centrifuge Tubes,Consumable,7,Biochemistry,High,25,250,133
2025-05-14,R007,Centrifuge Tubes,Consumable,19,Biochemistry,High,25,250,114
2025-05-14,R009,Gloves (Box),Consumable,19,Analytical Chemistry,High,50,400,259
2025-05-14,R002,Petri Dishes (Pack),Consumable,14,Microbiology,High,20,200,130
2025-05-14,R007,Centrifuge Tubes,Consumable,2,Pathology,High,25,250,112
2025-05-14,R002,Petri Dishes (Pack),Consumable,12,General AI Lab,High,20,200,118
2025-05-14,R007,Centrifuge Tubes,Consumable,20,Pathology,High,25,250,92
2025-05-15,R008,Sodium Hydroxide 1M,Chemical,4,General AI Lab,Low,20,80,62
2025-05-15,R009,Gloves (Box),Consumable,7,Analytical Chemistry,High,50,400,252
2025-05-15,R006,Microscope Slides,Consumable,5,Pathology,Medium,10,100,37
2025-05-15,R007,Centrifuge Tubes,Consumable,12,General AI Lab,High,25,250,80
2025-05-15,R001,Ethanol 95%,Chemical,12,Microbiology,High,50,500,110
2025-05-15,R006,Microscope Slides,Consumable,2,General AI Lab,Medium,10,100,35
2025-05-15,R007,Centrifuge Tubes,Consumable,11,Analytical Chemistry,High,25,250,69
2025-05-15,R003,Pipette Tips (Box),Consumable,1,Biochemistry,Medium,15,150,25
2025-05-15,R002,Petri Dishes (Pack),Consumable,20,Biochemistry,High,20,200,98
2025-05-15,R006,Microscope Slides,Consumable,5,Pathology,Medium,10,100,30
2025-05-15,R006,Microscope Slides,Consumable,2,General AI Lab,Medium,10,100,28
2025-05-15,R010,Distilled Water (L),Chemical,14,Analytical Chemistry,Very High,100,1000,634
2025-05-15,R001,Ethanol 95%,Chemical,16,General AI Lab,High,50,500,94
2025-05-15,R008,Sodium Hydroxide 1M,Chemical,5,Biochemistry,Low,20,80,57
2025-05-15,R006,Microscope Slides,Consumable,3,Pathology,Medium,10,100,25
2025-05-15,R001,Ethanol 95%,Chemical,16,Microbiology,High,50,500,78
2025-05-15,R005,Acetone,Chemical,10,General AI Lab,High,40,300,203
2025-05-15,R001,Ethanol 95%,Chemical,13,General AI Lab,High,50,500,65
2025-05-15,R002,Petri Dishes (Pack),Consumable,11,Pathology,High,20,200,87
2025-05-15,R002,Petri Dishes (Pack),Consumable,17,Pathology,High,20,200,70
2025-05-15,R006,Microscope Slides,Consumable,5,Microbiology,Medium,10,100,20
2025-05-15,R002,Petri Dishes (Pack),Consumable,18,Pathology,High,20,200,52
2025-05-15,R008,Sodium Hydroxide 1M,Chemical,5,General AI Lab,Low,20,80,52
2025-05-15,R004,Hydrochloric Acid 1M,Chemical,6,General AI Lab,Medium,30,100,49
2025-05-15,R008,Sodium Hydroxide 1M,Chemical,1,Microbiology,Low,20,80,51
2025-05-16,R001,Ethanol 95%,Chemical,18,General AI Lab,High,50,500,53
2025-05-16,R009,Gloves (Box),Consumable,15,Analytical Chemistry,High,50,400,243
2025-05-16,R005,Acetone,Chemical,22,Biochemistry,High,40,300,187
2025-05-16,R004,Hydrochloric Acid 1M,Chemical,14,General AI Lab,Medium,30,100,41
2025-05-16,R001,Ethanol 95%,Chemical,21,Analytical Chemistry,High,50,500,500
2025-05-16,R010,Distilled Water (L),Chemical,21,Pathology,Very High,100,1000,619
2025-05-16,R003,Pipette Tips (Box),Consumable,9,Biochemistry,Medium,15,150,22
2025-05-16,R003,Pipette Tips (Box),Consumable,16,Pathology,Medium,15,150,150
2025-05-16,R008,Sodium Hydroxide 1M,Chemical,8,Analytical Chemistry,Low,20,80,49
2025-05-16,R009,Gloves (Box),Consumable,25,General AI Lab,High,50,400,224
2025-05-16,R004,Hydrochloric Acid 1M,Chemical,9,Biochemistry,Medium,30,100,38
2025-05-16,R006,Microscope Slides,Consumable,14,Biochemistry,Medium,10,100,12
2025-05-16,R005,Acetone,Chemical,13,Biochemistry,High,40,300,180
2025-05-16,R006,Microscope Slides,Consumable,7,Analytical Chemistry,Medium,10,100,11
2025-05-16,R002,Petri Dishes (Pack),Consumable,21,General AI Lab,High,20,200,37
2025-05-16,R006,Microscope Slides,Consumable,9,General AI Lab,Medium,10,100,100
2025-05-16,R005,Acetone,Chemical,25,Pathology,High,40,300,161
2025-05-16,R010,Distilled Water (L),Chemical,56,Microbiology,Very High,100,1000,569
2025-05-16,R002,Petri Dishes (Pack),Consumable,17,Microbiology,High,20,200,26
2025-05-17,R002,Petri Dishes (Pack),Consumable,7,Analytical Chemistry,High,20,200,200
2025-05-17,R009,Gloves (Box),Consumable,5,Analytical Chemistry,High,50,400,219
2025-05-17,R005,Acetone,Chemical,3,Pathology,High,40,300,158
2025-05-17,R006,Microscope Slides,Consumable,9,Microbiology,Medium,10,100,91
2025-05-17,R009,Gloves (Box),Consumable,15,Biochemistry,High,50,400,204
2025-05-17,R005,Acetone,Chemical,14,General AI Lab,High,40,300,144
2025-05-17,R010,Distilled Water (L),Chemical,33,Pathology,Very High,100,1000,536
2025-05-17,R004,Hydrochloric Acid 1M,Chemical,10,Biochemistry,Medium,30,100,100
2025-05-18,R002,Petri Dishes (Pack),Consumable,13,Biochemistry,High,20,200,187
2025-05-18,R001,Ethanol 95%,Chemical,14,General AI Lab,High,50,500,486
2025-05-18,R006,Microscope Slides,Consumable,4,Pathology,Medium,10,100,87
2025-05-18,R002,Petri Dishes (Pack),Consumable,9,Pathology,High,20,200,178
2025-05-18,R009,Gloves (Box),Consumable,6,Pathology,High,50,400,198
2025-05-18,R006,Microscope Slides,Consumable,1,Pathology,Medium,10,100,86
2025-05-19,R004,Hydrochloric Acid 1M,Chemical,10,General AI Lab,Medium,30,100,93
2025-05-19,R004,Hydrochloric Acid 1M,Chemical,6,Analytical Chemistry,Medium,30,100,90
2025-05-19,R007,Centrifuge Tubes,Consumable,5,General AI Lab,High,25,250,67
2025-05-19,R001,Ethanol 95%,Chemical,21,General AI Lab,High,50,500,468
2025-05-19,R008,Sodium Hydroxide 1M,Chemical,8,General AI Lab,Low,20,80,44
2025-05-19,R008,Sodium Hydroxide 1M,Chemical,4,Microbiology,Low,20,80,43
2025-05-19,R005,Acetone,Chemical,8,Microbiology,High,40,300,139
2025-05-19,R003,Pipette Tips (Box),Consumable,6,Microbiology,Medium,15,150,147
2025-05-19,R009,Gloves (Box),Consumable,21,Pathology,High,50,400,180
2025-05-19,R005,Acetone,Chemical,11,Biochemistry,High,40,300,131
2025-05-19,R001,Ethanol 95%,Chemical,7,Microbiology,High,50,500,464
2025-05-19,R008,Sodium Hydroxide 1M,Chemical,7,General AI Lab,Low,20,80,39
2025-05-19,R005,Acetone,Chemical,20,Biochemistry,High,40,300,114
2025-05-19,R006,Microscope Slides,Consumable,5,Analytical Chemistry,Medium,10,100,84
2025-05-19,R002,Petri Dishes (Pack),Consumable,14,Biochemistry,High,20,200,167
2025-05-20,R001,Ethanol 95%,Chemical,12,Analytical Chemistry,High,50,500,452
2025-05-20,R009,Gloves (Box),Consumable,14,General AI Lab,High,50,400,166
2025-05-20,R008,Sodium Hydroxide 1M,Chemical,3,Microbiology,Low,20,80,36
2025-05-20,R004,Hydrochloric Acid 1M,Chemical,5,Analytical Chemistry,Medium,30,100,85
2025-05-20,R001,Ethanol 95%,Chemical,12,Analytical Chemistry,High,50,500,440
2025-05-20,R006,Microscope Slides,Consumable,3,Pathology,Medium,10,100,81
2025-05-20,R007,Centrifuge Tubes,Consumable,16,Pathology,High,25,250,51
2025-05-20,R008,Sodium Hydroxide 1M,Chemical,3,General AI Lab,Low,20,80,33
2025-05-20,R002,Petri Dishes (Pack),Consumable,15,General AI Lab,High,20,200,152
2025-05-20,R004,Hydrochloric Acid 1M,Chemical,1,Biochemistry,Medium,30,100,84
2025-05-20,R002,Petri Dishes (Pack),Consumable,13,Pathology,High,20,200,139
2025-05-20,R008,Sodium Hydroxide 1M,Chemical,1,Analytical Chemistry,Low,20,80,32
2025-05-20,R005,Acetone,Chemical,4,Pathology,High,40,300,110
2025-05-20,R003,Pipette Tips (Box),Consumable,8,Pathology,Medium,15,150,139
2025-05-20,R003,Pipette Tips (Box),Consumable,3,Microbiology,Medium,15,150,136
2025-05-20,R004,Hydrochloric Acid 1M,Chemical,10,Pathology,Medium,30,100,74
2025-05-20,R006,Microscope Slides,Consumable,2,General AI Lab,Medium,10,100,79
